14169,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
14194,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14195,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14220,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14282,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14318,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
14324,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14337,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14352,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14388,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14422,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14434,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14450,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14474,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14516,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14575,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14663,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14671,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14681,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14691,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14695,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14721,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14774,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
14779,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14805,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
14884,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14896,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
14944,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15134,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15232,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15237,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15242,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15245,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15280,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15355,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15367,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15386,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15423,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15582,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15640,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15674,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15707,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15760,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15777,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15828,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15836,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15855,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15866,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15871,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15894,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15930,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15958,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
16016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16032,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16068,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
16080,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
16105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16161,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16167,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
16172,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0
16219,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16224,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
16291,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16339,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16360,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16402,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16418,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16423,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16470,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16481,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16496,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16559,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16584,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16608,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
16641,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16653,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
16662,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16714,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16753,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16774,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16790,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
16836,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17145,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17181,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
17215,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17249,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17253,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17283,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17303,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17346,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
17489,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17494,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17524,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17542,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17589,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17653,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17655,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17656,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17665,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17716,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
17776,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17824,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17836,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17949,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
17954,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17982,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18026,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
18041,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18066,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18075,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18186,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18215,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
18249,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18288,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
18376,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18383,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18388,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18426,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18432,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18457,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18460,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18467,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1
18490,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18521,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18588,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18631,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18652,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18672,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18682,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18712,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18732,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18736,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18737,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18789,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18838,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18843,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18844,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18878,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
18910,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19011,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
19063,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19086,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
19106,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19172,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19264,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19267,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19281,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19427,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19437,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19445,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19490,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
19495,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19502,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19548,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
19555,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
19562,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19569,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19598,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19612,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19668,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19672,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19679,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19772,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19795,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
19849,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19880,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19897,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19898,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19916,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19975,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19991,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20003,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20060,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20070,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
